ID,post_year,categoria_normalizada,post_tag,tag
60554,2017,Políticas de géneros,8M; 8M: Paro internacional y plurinacional de mujeres y disidencias,8M
60554,2017,Políticas de géneros,8M; 8M: Paro internacional y plurinacional de mujeres y disidencias,8M: Paro Internacional Y Plurinacional De Mujeres Y Disidencias
60639,2017,Políticas de géneros,8M: Paro internacional y plurinacional de mujeres y disidencias,8M: Paro Internacional Y Plurinacional De Mujeres Y Disidencias
60870,2017,Políticas de géneros,Indio Solari,Indio Solari
61237,2017,Culturas,Indio Solari,Indio Solari
62353,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Rodolfo Walsh,24M: Día De La Memoria Por La Verdad Y La Justicia
62353,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Rodolfo Walsh,Rodolfo Walsh
62840,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Dictadura,24M: Día De La Memoria Por La Verdad Y La Justicia
62840,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Dictadura,Derechos Humanos
62840,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Dictadura,Dictadura
63378,2017,Culturas,Escuela de Política y Gobierno; UNSAM,Escuela De Política Y Gobierno
63378,2017,Culturas,Escuela de Política y Gobierno; UNSAM,Unsam
63723,2017,Culturas,Fútbol; Malvinas; Mundial de fútbol,Fútbol
63723,2017,Culturas,Fútbol; Malvinas; Mundial de fútbol,Malvinas
63723,2017,Culturas,Fútbol; Malvinas; Mundial de fútbol,Mundial De Fútbol
63929,2017,Política y Economía,Internacional; Rusia,Internacional
63929,2017,Política y Economía,Internacional; Rusia,Rusia
64016,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Abuelas de Plaza de Mayo; Derechos Humanos,24M: Día De La Memoria Por La Verdad Y La Justicia
64016,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Abuelas de Plaza de Mayo; Derechos Humanos,Abuelas De Plaza De Mayo
64016,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Abuelas de Plaza de Mayo; Derechos Humanos,Derechos Humanos
64402,2017,Políticas de géneros,Higui; LGBTIQ+,Higui
64402,2017,Políticas de géneros,Higui; LGBTIQ+,Lgbtiq+
64461,2017,Otras,#NiUnaMenos; Punitivismo,#Niunamenos
64461,2017,Otras,#NiUnaMenos; Punitivismo,Punitivismo
65375,2017,Políticas de géneros,#NiUnaMenos,#Niunamenos
65769,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; 2x1 a genocidas; Derechos Humanos,24M: Día De La Memoria Por La Verdad Y La Justicia
65769,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; 2x1 a genocidas; Derechos Humanos,2X1 A Genocidas
65769,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; 2x1 a genocidas; Derechos Humanos,Derechos Humanos
66286,2017,Política y Economía,Derechos Humanos; Lesa Humanidad,Derechos Humanos
66286,2017,Política y Economía,Derechos Humanos; Lesa Humanidad,Lesa Humanidad
66316,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; 2x1 a genocidas; Derechos Humanos; Lesa Humanidad,24M: Día De La Memoria Por La Verdad Y La Justicia
66316,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; 2x1 a genocidas; Derechos Humanos; Lesa Humanidad,2X1 A Genocidas
66316,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; 2x1 a genocidas; Derechos Humanos; Lesa Humanidad,Derechos Humanos
66316,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; 2x1 a genocidas; Derechos Humanos; Lesa Humanidad,Lesa Humanidad
66329,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; 2x1 a genocidas; Derechos Humanos,24M: Día De La Memoria Por La Verdad Y La Justicia
66329,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; 2x1 a genocidas; Derechos Humanos,2X1 A Genocidas
66329,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; 2x1 a genocidas; Derechos Humanos,Derechos Humanos
66383,2017,Política y Economía,Derechos Humanos; Lesa Humanidad,Derechos Humanos
66383,2017,Política y Economía,Derechos Humanos; Lesa Humanidad,Lesa Humanidad
67731,2017,Políticas de géneros,Rossana Reguillo,Rossana Reguillo
68288,2017,Política y Economía,Brasil; Dilma Rousseff; Internacional,Brasil
68288,2017,Política y Economía,Brasil; Dilma Rousseff; Internacional,Dilma Rousseff
68288,2017,Política y Economía,Brasil; Dilma Rousseff; Internacional,Internacional
68548,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Hijos de represores,24M: Día De La Memoria Por La Verdad Y La Justicia
68548,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Hijos de represores,Derechos Humanos
68548,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Hijos de represores,Hijos De Represores
68836,2017,Política y Economía,Brasil; Internacional,Brasil
68836,2017,Política y Economía,Brasil; Internacional,Internacional
69052,2017,Política y Economía,Brasil; Internacional,Brasil
69052,2017,Política y Economía,Brasil; Internacional,Internacional
70153,2017,Política y Economía,Derechos Humanos; Lesa Humanidad,Derechos Humanos
70153,2017,Política y Economía,Derechos Humanos; Lesa Humanidad,Lesa Humanidad
70171,2017,Políticas de géneros,Higui; LGBTIQ+,Higui
70171,2017,Políticas de géneros,Higui; LGBTIQ+,Lgbtiq+
71819,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Hijos de represores,24M: Día De La Memoria Por La Verdad Y La Justicia
71819,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Hijos de represores,Derechos Humanos
71819,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Hijos de represores,Hijos De Represores
72173,2017,Culturas,#NiUnaMenos,#Niunamenos
72914,2017,Salud,Salud mental,Salud Mental
72693,2017,Culturas,Rodolfo Walsh,Rodolfo Walsh
73760,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Poder Judicial; Terrorismo de Estado,24M: Día De La Memoria Por La Verdad Y La Justicia
73760,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Poder Judicial; Terrorismo de Estado,Derechos Humanos
73760,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Poder Judicial; Terrorismo de Estado,Poder Judicial
73760,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Poder Judicial; Terrorismo de Estado,Terrorismo De Estado
74225,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Memoria,24M: Día De La Memoria Por La Verdad Y La Justicia
74225,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Memoria,Derechos Humanos
74225,2017,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Memoria,Memoria
74819,2017,Política y Economía,Perfil político,Perfil Político
75239,2017,Política y Economía,Elecciones,Elecciones
75435,2017,Culturas,Cordobesismo,Cordobesismo
75851,2017,Políticas de géneros,LGBTIQ+; Orgullo,Lgbtiq+
75851,2017,Políticas de géneros,LGBTIQ+; Orgullo,Orgullo
81382,2017,Salud,Salud mental,Salud Mental
83379,2017,Política y Economía,Internacional; Rusia,Internacional
83379,2017,Política y Economía,Internacional; Rusia,Rusia
86750,2017,Culturas,Internacional; Rusia,Internacional
86750,2017,Culturas,Internacional; Rusia,Rusia
87138,2017,Política y Economía,Panama Papers,Panama Papers
92154,2018,Culturas,Internacional; Venezuela,Internacional
92154,2018,Culturas,Internacional; Venezuela,Venezuela
93428,2018,Tecnologías,Rossana Reguillo,Rossana Reguillo
93740,2018,Culturas,Catolicismo; Papa Francisco; Religion,Catolicismo
93740,2018,Culturas,Catolicismo; Papa Francisco; Religion,Papa Francisco
93740,2018,Culturas,Catolicismo; Papa Francisco; Religion,Religion
93823,2018,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Exilio; Memoria,24M: Día De La Memoria Por La Verdad Y La Justicia
93823,2018,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Exilio; Memoria,Derechos Humanos
93823,2018,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Exilio; Memoria,Exilio
93823,2018,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Exilio; Memoria,Memoria
94252,2018,Política y Economía,Sindicalismo; Trabajo,Sindicalismo
94252,2018,Política y Economía,Sindicalismo; Trabajo,Trabajo
95781,2018,Políticas de géneros,#NiUnaMenos,#Niunamenos
96835,2018,Políticas de géneros,8M: Paro internacional y plurinacional de mujeres y disidencias,8M: Paro Internacional Y Plurinacional De Mujeres Y Disidencias
97599,2018,Políticas de géneros,Aborto Legal; LGBTIQ+; Memoria trans; Orgullo,Aborto Legal
97599,2018,Políticas de géneros,Aborto Legal; LGBTIQ+; Memoria trans; Orgullo,Lgbtiq+
97599,2018,Políticas de géneros,Aborto Legal; LGBTIQ+; Memoria trans; Orgullo,Memoria Trans
97599,2018,Políticas de géneros,Aborto Legal; LGBTIQ+; Memoria trans; Orgullo,Orgullo
98089,2018,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Juicios de lesa humanidad; Terrorismo de Estado,24M: Día De La Memoria Por La Verdad Y La Justicia
98089,2018,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Juicios de lesa humanidad; Terrorismo de Estado,Derechos Humanos
98089,2018,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Juicios de lesa humanidad; Terrorismo de Estado,Juicios De Lesa Humanidad
98089,2018,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Juicios de lesa humanidad; Terrorismo de Estado,Terrorismo De Estado
98514,2018,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Memoria,24M: Día De La Memoria Por La Verdad Y La Justicia
98514,2018,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Memoria,Derechos Humanos
98514,2018,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Memoria,Memoria
98776,2018,Política y Economía,Malvinas,Malvinas
98865,2018,Política y Economía,Brasil; Internacional; Marielle Franco,Brasil
98865,2018,Política y Economía,Brasil; Internacional; Marielle Franco,Internacional
98865,2018,Política y Economía,Brasil; Internacional; Marielle Franco,Marielle Franco
99377,2018,Política y Economía,Brasil; Internacional,Brasil
99377,2018,Política y Economía,Brasil; Internacional,Internacional
99886,2018,Amor y sexo,LGBTIQ+; Orgullo,Lgbtiq+
99886,2018,Amor y sexo,LGBTIQ+; Orgullo,Orgullo
100287,2018,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Juicios de lesa humanidad; Terrorismo de Estado,24M: Día De La Memoria Por La Verdad Y La Justicia
100287,2018,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Juicios de lesa humanidad; Terrorismo de Estado,Derechos Humanos
100287,2018,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Juicios de lesa humanidad; Terrorismo de Estado,Juicios De Lesa Humanidad
100287,2018,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Juicios de lesa humanidad; Terrorismo de Estado,Terrorismo De Estado
102485,2018,Política y Economía,Francia; Internacional; Mayo francés,Francia
102485,2018,Política y Economía,Francia; Internacional; Mayo francés,Internacional
102485,2018,Política y Economía,Francia; Internacional; Mayo francés,Mayo Francés
102628,2018,Culturas,Artes; Clases medias,Artes
102628,2018,Culturas,Artes; Clases medias,Clases Medias
102231,2018,Políticas de géneros,Aborto Legal,Aborto Legal
103330,2018,Políticas de géneros,#NiUnaMenos,#Niunamenos
103555,2018,Política y Economía,Grupo Clarín; Medios de comunicación,Grupo Clarín
103555,2018,Política y Economía,Grupo Clarín; Medios de comunicación,Medios De Comunicación
103871,2018,Política y Economía,Malvinas,Malvinas
104126,2018,Culturas,Barras bravas; Fútbol; Mundial de fútbol; Rusia,Barras Bravas
104126,2018,Culturas,Barras bravas; Fútbol; Mundial de fútbol; Rusia,Fútbol
104126,2018,Culturas,Barras bravas; Fútbol; Mundial de fútbol; Rusia,Mundial De Fútbol
104126,2018,Culturas,Barras bravas; Fútbol; Mundial de fútbol; Rusia,Rusia
104266,2018,Política y Economía,Memoria trans,Memoria Trans
104688,2018,Política y Economía,Clase obrera; Trabajo,Clase Obrera
104688,2018,Política y Economía,Clase obrera; Trabajo,Trabajo
104854,2018,Educación,Escuela IDAES; UNSAM,Escuela Idaes
104854,2018,Educación,Escuela IDAES; UNSAM,Unsam
104990,2018,Culturas,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Dictadura; Fútbol; Mundial de fútbol,24M: Día De La Memoria Por La Verdad Y La Justicia
104990,2018,Culturas,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Dictadura; Fútbol; Mundial de fútbol,Derechos Humanos
104990,2018,Culturas,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Dictadura; Fútbol; Mundial de fútbol,Dictadura
104990,2018,Culturas,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Dictadura; Fútbol; Mundial de fútbol,Fútbol
104990,2018,Culturas,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Dictadura; Fútbol; Mundial de fútbol,Mundial De Fútbol
105015,2018,Culturas,LGBTIQ+; Orgullo,Lgbtiq+
105015,2018,Culturas,LGBTIQ+; Orgullo,Orgullo
105390,2018,Política y Economía,Trabajo,Trabajo
105702,2018,Políticas de géneros,Aborto Legal,Aborto Legal
106042,2018,Culturas,Luis Miguel; Netflix,Luis Miguel
106042,2018,Culturas,Luis Miguel; Netflix,Netflix
99187,2018,Culturas,Lenguajes; Performance; Periodismo performático,Lenguajes
99187,2018,Culturas,Lenguajes; Performance; Periodismo performático,Performance
99187,2018,Culturas,Lenguajes; Performance; Periodismo performático,Periodismo Performático
107506,2018,Políticas de géneros,Rosario; Rosariocronica,Rosario
107506,2018,Políticas de géneros,Rosario; Rosariocronica,Rosariocronica
108108,2018,Políticas de géneros,Aborto Legal,Aborto Legal
109799,2018,Culturas,Cordobesismo,Cordobesismo
109921,2018,Culturas,Brasil; Cine; Internacional,Brasil
109921,2018,Culturas,Brasil; Cine; Internacional,Cine
109921,2018,Culturas,Brasil; Cine; Internacional,Internacional
110526,2018,Política y Economía,Derechas; Liberalismo,Derechas
110526,2018,Política y Economía,Derechas; Liberalismo,Liberalismo
110747,2018,Política y Economía,Brasil; Internacional; Jair Bolsonaro,Brasil
110747,2018,Política y Economía,Brasil; Internacional; Jair Bolsonaro,Internacional
110747,2018,Política y Economía,Brasil; Internacional; Jair Bolsonaro,Jair Bolsonaro
110846,2018,Políticas de géneros,Brasil; Internacional; Jair Bolsonaro,Brasil
110846,2018,Políticas de géneros,Brasil; Internacional; Jair Bolsonaro,Internacional
110846,2018,Políticas de géneros,Brasil; Internacional; Jair Bolsonaro,Jair Bolsonaro
111244,2018,Política y Economía,Brasil; Internacional; Jair Bolsonaro,Brasil
111244,2018,Política y Economía,Brasil; Internacional; Jair Bolsonaro,Internacional
111244,2018,Política y Economía,Brasil; Internacional; Jair Bolsonaro,Jair Bolsonaro
111253,2018,Culturas,Brasil; Evangélicos; Internacional; Religion,Brasil
111253,2018,Culturas,Brasil; Evangélicos; Internacional; Religion,Evangélicos
111253,2018,Culturas,Brasil; Evangélicos; Internacional; Religion,Internacional
111253,2018,Culturas,Brasil; Evangélicos; Internacional; Religion,Religion
111376,2018,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Israel; Memoria,24M: Día De La Memoria Por La Verdad Y La Justicia
111376,2018,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Israel; Memoria,Derechos Humanos
111376,2018,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Israel; Memoria,Israel
111376,2018,Política y Economía,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Israel; Memoria,Memoria
111633,2018,Política y Economía,Brasil; Dilma Rousseff; Internacional; Jair Bolsonaro; Lula da Silva,Brasil
111633,2018,Política y Economía,Brasil; Dilma Rousseff; Internacional; Jair Bolsonaro; Lula da Silva,Dilma Rousseff
111633,2018,Política y Economía,Brasil; Dilma Rousseff; Internacional; Jair Bolsonaro; Lula da Silva,Internacional
